Date,"Crude_Oil_WTI_('Close', 'CL=F')","Crude_Oil_WTI_('High', 'CL=F')","Crude_Oil_WTI_('Low', 'CL=F')","Crude_Oil_WTI_('Open', 'CL=F')","Crude_Oil_WTI_('Volume', 'CL=F')","Crude_Oil_Brent_('Close', 'BZ=F')","Crude_Oil_Brent_('High', 'BZ=F')","Crude_Oil_Brent_('Low', 'BZ=F')","Crude_Oil_Brent_('Open', 'BZ=F')","Crude_Oil_Brent_('Volume', 'BZ=F')","Natural_Gas_('Close', 'NG=F')","Natural_Gas_('High', 'NG=F')","Natural_Gas_('Low', 'NG=F')","Natural_Gas_('Open', 'NG=F')","Natural_Gas_('Volume', 'NG=F')","Heating_Oil_('Close', 'HO=F')","Heating_Oil_('High', 'HO=F')","Heating_Oil_('Low', 'HO=F')","Heating_Oil_('Open', 'HO=F')","Heating_Oil_('Volume', 'HO=F')","Gasoline_('Close', 'RB=F')","Gasoline_('High', 'RB=F')","Gasoline_('Low', 'RB=F')","Gasoline_('Open', 'RB=F')","Gasoline_('Volume', 'RB=F')","Gold_('Close', 'GC=F')","Gold_('High', 'GC=F')","Gold_('Low', 'GC=F')","Gold_('Open', 'GC=F')","Gold_('Volume', 'GC=F')","Silver_('Close', 'SI=F')","Silver_('High', 'SI=F')","Silver_('Low', 'SI=F')","Silver_('Open', 'SI=F')","Silver_('Volume', 'SI=F')","Platinum_('Close', 'PL=F')","Platinum_('High', 'PL=F')","Platinum_('Low', 'PL=F')","Platinum_('Open', 'PL=F')","Platinum_('Volume', 'PL=F')","Palladium_('Close', 'PA=F')","Palladium_('High', 'PA=F')","Palladium_('Low', 'PA=F')","Palladium_('Open', 'PA=F')","Palladium_('Volume', 'PA=F')","Copper_('Close', 'HG=F')","Copper_('High', 'HG=F')","Copper_('Low', 'HG=F')","Copper_('Open', 'HG=F')","Copper_('Volume', 'HG=F')","Aluminum_('Close', 'ALI=F')","Aluminum_('High', 'ALI=F')","Aluminum_('Low', 'ALI=F')","Aluminum_('Open', 'ALI=F')","Aluminum_('Volume', 'ALI=F')","Corn_('Close', 'ZC=F')","Corn_('High', 'ZC=F')","Corn_('Low', 'ZC=F')","Corn_('Open', 'ZC=F')","Corn_('Volume', 'ZC=F')","Wheat_('Close', 'ZW=F')","Wheat_('High', 'ZW=F')","Wheat_('Low', 'ZW=F')","Wheat_('Open', 'ZW=F')","Wheat_('Volume', 'ZW=F')","Soybeans_('Close', 'ZS=F')","Soybeans_('High', 'ZS=F')","Soybeans_('Low', 'ZS=F')","Soybeans_('Open', 'ZS=F')","Soybeans_('Volume', 'ZS=F')","Oats_('Close', 'ZO=F')","Oats_('High', 'ZO=F')","Oats_('Low', 'ZO=F')","Oats_('Open', 'ZO=F')","Oats_('Volume', 'ZO=F')","Rice_('Close', 'ZR=F')","Rice_('High', 'ZR=F')","Rice_('Low', 'ZR=F')","Rice_('Open', 'ZR=F')","Rice_('Volume', 'ZR=F')","Coffee_('Close', 'KC=F')","Coffee_('High', 'KC=F')","Coffee_('Low', 'KC=F')","Coffee_('Open', 'KC=F')","Coffee_('Volume', 'KC=F')","Sugar_('Close', 'SB=F')","Sugar_('High', 'SB=F')","Sugar_('Low', 'SB=F')","Sugar_('Open', 'SB=F')","Sugar_('Volume', 'SB=F')","Cotton_('Close', 'CT=F')","Cotton_('High', 'CT=F')","Cotton_('Low', 'CT=F')","Cotton_('Open', 'CT=F')","Cotton_('Volume', 'CT=F')","Cocoa_('Close', 'CC=F')","Cocoa_('High', 'CC=F')","Cocoa_('Low', 'CC=F')","Cocoa_('Open', 'CC=F')","Cocoa_('Volume', 'CC=F')","Orange_Juice_('Close', 'OJ=F')","Orange_Juice_('High', 'OJ=F')","Orange_Juice_('Low', 'OJ=F')","Orange_Juice_('Open', 'OJ=F')","Orange_Juice_('Volume', 'OJ=F')","Live_Cattle_('Close', 'LE=F')","Live_Cattle_('High', 'LE=F')","Live_Cattle_('Low', 'LE=F')","Live_Cattle_('Open', 'LE=F')","Live_Cattle_('Volume', 'LE=F')","Lean_Hogs_('Close', 'HE=F')","Lean_Hogs_('High', 'HE=F')","Lean_Hogs_('Low', 'HE=F')","Lean_Hogs_('Open', 'HE=F')","Lean_Hogs_('Volume', 'HE=F')","Feeder_Cattle_('Close', 'GF=F')","Feeder_Cattle_('High', 'GF=F')","Feeder_Cattle_('Low', 'GF=F')","Feeder_Cattle_('Open', 'GF=F')","Feeder_Cattle_('Volume', 'GF=F')","Lumber_('Close', 'LBS=F')","Lumber_('High', 'LBS=F')","Lumber_('Low', 'LBS=F')","Lumber_('Open', 'LBS=F')","Lumber_('Volume', 'LBS=F')",Year,Month,Quarter,Day_of_Week,Week_of_Year
2012-03-19,108.08999633789062,108.23999786376953,106.55000305175781,107.18000030517578,110353.0,125.70999908447266,125.91999816894531,125.12999725341797,125.12999725341797,453.0,2.3510000705718994,2.3929998874664307,2.2850000858306885,2.322000026702881,132743.0,3.2613000869750977,3.2911999225616455,3.248800039291382,3.2899999618530273,48046.0,3.367799997329712,3.3845999240875244,3.3459999561309814,3.3582000732421875,40371.0,1666.9000244140625,1668.0,1652.0999755859375,1661.199951171875,462.0,32.92599868774414,32.9900016784668,32.45000076293945,32.650001525878906,28.0,1683.199951171875,1683.199951171875,1683.199951171875,1683.199951171875,0.0,706.0999755859375,706.0999755859375,706.0999755859375,706.0999755859375,18.0,3.9059998989105225,3.9144999980926514,3.8575000762939453,3.868000030517578,376.0,,,,,,663.5,675.75,662.0,673.0,114877.0,652.25,675.25,651.25,671.5,52968.0,1366.5,1378.0,1362.5,1374.25,76048.0,334.25,339.0,333.0,334.0,425.0,1460.5,1474.0,1439.5,1450.5,1100.0,182.5,184.8000030517578,183.0500030517578,183.89999389648438,18.0,25.65999984741211,25.709999084472656,25.209999084472656,25.40999984741211,40390.0,89.08000183105469,89.58000183105469,87.62000274658203,87.7300033569336,12708.0,2289.0,2304.0,2242.0,2256.0,9512.0,184.25,188.0,183.0500030517578,188.0,583.0,125.17500305175781,126.2249984741211,124.9000015258789,125.69999694824219,17550.0,86.0250015258789,86.32499694824219,85.69999694824219,86.0999984741211,14210.0,152.9499969482422,153.6999969482422,152.5,153.10000610351562,737.0,272.20001220703125,272.70001220703125,269.70001220703125,271.8999938964844,173.0,2012,3,1,0,12
2012-03-20,105.61000061035156,107.91000366210938,105.3499984741211,107.81999969482422,329535.0,124.12000274658203,125.91999816894531,123.20999908447266,125.12999725341797,665.0,2.3350000381469727,2.36899995803833,2.318000078201294,2.3389999866485596,96071.0,3.2367000579833984,3.2523999214172363,3.2037999629974365,3.2523999214172363,46315.0,3.363100051879883,3.368299961090088,3.318700075149536,3.359999895095825,50399.0,1646.699951171875,1652.300048828125,1642.0,1648.0999755859375,250.0,31.80500030517578,32.33000183105469,31.80500030517578,32.130001068115234,70.0,1652.800048828125,1652.800048828125,1652.800048828125,1652.800048828125,0.0,695.5499877929688,695.5499877929688,695.5499877929688,695.5499877929688,18.0,3.828000068664551,3.8864998817443848,3.812000036239624,3.8864998817443848,612.0,,,,,,647.5,663.5,643.25,663.25,188010.0,642.5,653.25,640.0,652.5,50433.0,1345.0,1368.0,1341.75,1367.0,117640.0,331.0,334.25,324.5,334.0,650.0,1436.5,1471.0,1415.0,1464.0,1104.0,183.10000610351562,185.10000610351562,182.75,182.75,9565.0,25.610000610351562,26.200000762939453,25.3799991607666,25.68000030517578,54842.0,87.9000015258789,89.0999984741211,87.43000030517578,88.95999908447266,11116.0,2372.0,2388.0,2285.0,2298.0,13626.0,176.85000610351562,183.5,174.25,183.5,2021.0,124.5250015258789,125.4749984741211,124.3499984741211,125.19999694824219,22215.0,84.94999694824219,85.80000305175781,84.57499694824219,85.75,13509.0,152.72500610351562,153.0,151.875,152.75,859.0,264.3999938964844,272.20001220703125,262.29998779296875,272.20001220703125,869.0,2012,3,1,1,12
2012-03-21,107.2699966430664,107.63999938964844,106.05999755859375,106.33000183105469,252603.0,124.19999694824219,124.77999877929688,123.79000091552734,124.41999816894531,741.0,2.359999895095825,2.365999937057495,2.302999973297119,2.3289999961853027,95479.0,3.216200113296509,3.2483999729156494,3.2100000381469727,3.239000082015991,35568.0,3.357100009918213,3.373800039291382,3.3410000801086426,3.361999988555908,32363.0,1650.0,1660.0,1646.0999755859375,1657.800048828125,546.0,32.19900131225586,32.29999923706055,32.06999969482422,32.20000076293945,23.0,1638.9000244140625,1638.9000244140625,1638.9000244140625,1638.9000244140625,0.0,687.1500244140625,687.1500244140625,687.1500244140625,687.1500244140625,2.0,3.8494999408721924,3.859999895095825,3.8359999656677246,3.8550000190734863,594.0,,,,,,642.0,651.0,641.5,647.25,135890.0,636.25,647.5,635.5,643.25,38072.0,1355.0,1358.0,1344.75,1345.0,89731.0,325.5,336.0,325.0,331.25,612.0,1434.5,1462.0,1430.5,1430.5,1154.0,184.6999969482422,188.4499969482422,182.5,183.5,13546.0,25.329999923706055,25.989999771118164,25.299999237060547,25.559999465942383,44880.0,88.30999755859375,89.48999786376953,87.86000061035156,87.86000061035156,8954.0,2359.0,2416.0,2327.0,2371.0,13583.0,169.8000030517578,175.5,168.39999389648438,175.5,2809.0,124.94999694824219,125.7750015258789,124.4000015258789,124.4749984741211,19671.0,84.9749984741211,85.5999984741211,84.5250015258789,84.69999694824219,13035.0,153.3000030517578,153.77499389648438,152.5,152.6999969482422,685.0,259.70001220703125,263.3999938964844,258.5,263.3999938964844,690.0,2012,3,1,2,12
2012-03-22,105.3499984741211,107.12000274658203,104.5,106.80999755859375,295474.0,123.13999938964844,123.79000091552734,122.31999969482422,123.33999633789062,567.0,2.2690000534057617,2.380000114440918,2.25,2.3420000076293945,155467.0,3.1786999702453613,3.220599889755249,3.1575000286102295,3.2183001041412354,33897.0,3.339600086212158,3.3568999767303467,3.295300006866455,3.3541998863220215,38153.0,1642.300048828125,1649.4000244140625,1633.800048828125,1648.0,321.0,31.319000244140625,32.29499816894531,31.190000534057617,32.29499816894531,124.0,1611.5999755859375,1611.5999755859375,1611.5999755859375,1611.5999755859375,0.0,649.5499877929688,663.0,649.5499877929688,663.0,13.0,3.7674999237060547,3.8364999294281006,3.759999990463257,3.8350000381469727,542.0,,,,,,644.5,647.5,636.75,643.5,127940.0,646.25,647.5,631.25,636.75,54660.0,1349.5,1360.0,1338.5,1355.0,97000.0,328.25,328.5,322.0,325.25,511.0,1440.5,1446.5,1422.0,1437.5,331.0,176.9499969482422,185.3000030517578,174.4499969482422,184.14999389648438,20905.0,25.90999984741211,26.100000381469727,25.280000686645508,25.329999923706055,47959.0,89.58000183105469,89.73999786376953,88.05000305175781,88.5,11366.0,2285.0,2354.0,2279.0,2340.0,12703.0,166.39999389648438,170.89999389648438,165.0,168.60000610351562,1991.0,125.25,125.80000305175781,124.7750015258789,125.0,13891.0,85.4000015258789,85.7750015258789,84.875,84.9000015258789,7384.0,153.4499969482422,153.9499969482422,153.10000610351562,153.4250030517578,491.0,255.0,261.5,254.0,260.20001220703125,1157.0,2012,3,1,3,12
2012-03-23,106.87000274658203,108.25,105.16000366210938,105.5199966430664,260269.0,125.12999725341797,127.0199966430664,123.68000030517578,123.68000030517578,747.0,2.2750000953674316,2.325000047683716,2.260999917984009,2.2660000324249268,102967.0,3.210099935531616,3.2667999267578125,3.1856000423431396,3.186000108718872,33869.0,3.385200023651123,3.424799919128418,3.3399999141693115,3.3475000858306885,37514.0,1662.300048828125,1665.0999755859375,1646.300048828125,1652.5,76.0,32.24800109863281,32.24800109863281,31.5,31.5,38.0,1627.5,1627.5,1627.5,1627.5,0.0,658.4000244140625,659.6500244140625,658.4000244140625,659.5999755859375,3.0,3.809499979019165,3.8239998817443848,3.7674999237060547,3.7990000247955322,658.0,,,,,,646.5,652.0,642.25,645.5,102994.0,654.25,655.25,646.25,647.75,44314.0,1365.75,1369.5,1349.5,1350.25,93950.0,333.0,335.0,329.0,329.0,291.0,1460.0,1469.0,1443.5,1444.0,1174.0,178.75,179.25,175.25,176.25,12203.0,25.6299991607666,26.1299991607666,25.5,25.790000915527344,35872.0,89.62999725341797,90.5,89.31999969482422,89.58000183105469,9235.0,2307.0,2320.0,2271.0,2309.0,13069.0,166.1999969482422,169.1999969482422,164.39999389648438,166.39999389648438,624.0,124.5,125.4749984741211,123.5,125.2249984741211,21880.0,85.0250015258789,85.375,84.3499984741211,85.3499984741211,7306.0,153.3000030517578,153.47500610351562,152.9250030517578,153.47500610351562,1335.0,258.6000061035156,261.0,256.1000061035156,257.1000061035156,410.0,2012,3,1,4,12
2012-03-26,107.02999877929688,107.31999969482422,106.19000244140625,106.79000091552734,162276.0,125.6500015258789,125.81999969482422,125.30000305175781,125.68000030517578,265.0,2.2260000705718994,2.318000078201294,2.2130000591278076,2.2860000133514404,64976.0,3.228800058364868,3.231100082397461,3.198199987411499,3.20989990234375,38818.0,3.416599988937378,3.418299913406372,3.375999927520752,3.385200023651123,33183.0,1685.5,1692.9000244140625,1657.800048828125,1665.0,84.0,32.72600173950195,32.72600173950195,32.119998931884766,32.13999938964844,35.0,1646.5,1646.5,1646.300048828125,1646.300048828125,0.0,667.25,667.25,662.1500244140625,662.1500244140625,17.0,3.885499954223633,3.8984999656677246,3.822000026702881,3.82450008392334,784.0,,,,,,637.75,656.0,637.25,646.25,178914.0,659.5,670.5,650.0,655.5,67814.0,1379.5,1388.5,1364.0,1365.75,109894.0,332.75,340.25,332.25,334.0,607.0,1480.5,1482.0,1457.0,1463.5,1766.0,178.8000030517578,180.39999389648438,177.6999969482422,178.25,11379.0,24.780000686645508,25.65999984741211,24.700000762939453,25.40999984741211,59198.0,90.91000366210938,91.01000213623047,89.36000061035156,89.6500015258789,12810.0,2331.0,2344.0,2290.0,2304.0,9061.0,168.14999389648438,169.1999969482422,165.0,168.85000610351562,495.0,124.55000305175781,125.375,124.1500015258789,124.44999694824219,13038.0,84.875,85.0,84.32499694824219,84.94999694824219,9836.0,153.64999389648438,153.6750030517578,153.22500610351562,153.4499969482422,894.0,261.5,264.1000061035156,259.0,260.1000061035156,234.0,2012,3,1,0,13
2012-03-27,107.33000183105469,107.7300033569336,106.5199966430664,107.08999633789062,209036.0,125.54000091552734,126.12000274658203,124.93000030517578,125.1500015258789,765.0,2.2079999446868896,2.23799991607666,2.1760001182556152,2.2170000076293945,74737.0,3.218600034713745,3.2360000610351562,3.203000068664551,3.22979998588562,28049.0,3.405600070953369,3.4189000129699707,3.38700008392334,3.416100025177002,28097.0,1684.800048828125,1690.800048828125,1684.4000244140625,1687.800048828125,100.0,32.60100173950195,32.9900016784668,32.599998474121094,32.9900016784668,99.0,1657.4000244140625,1657.4000244140625,1657.4000244140625,1657.4000244140625,0.0,662.0999755859375,662.0999755859375,657.0,660.0,22.0,3.878999948501587,3.890500068664551,3.862499952316284,3.880500078201294,567.0,,,,,,630.75,644.5,630.5,638.0,157245.0,639.75,663.5,638.75,659.5,76485.0,1369.75,1387.25,1368.75,1379.75,122644.0,340.0,341.0,331.0,332.75,882.0,1509.5,1527.0,1468.5,1476.0,1843.0,187.35000610351562,187.64999389648438,178.8000030517578,178.8000030517578,22751.0,24.299999237060547,24.959999084472656,24.260000228881836,24.770000457763672,56949.0,92.58999633789062,93.18000030517578,90.41000366210938,91.0,20582.0,2356.0,2384.0,2321.0,2329.0,13333.0,167.1999969482422,170.5,167.0500030517578,170.0,550.0,125.5999984741211,126.0999984741211,124.2750015258789,124.55000305175781,12100.0,84.80000305175781,85.4749984741211,84.4749984741211,84.9000015258789,10976.0,153.8249969482422,154.0,153.52499389648438,153.64999389648438,858.0,259.29998779296875,265.3999938964844,259.29998779296875,264.1000061035156,1060.0,2012,3,1,1,13
2012-03-28,105.41000366210938,106.94000244140625,104.66999816894531,106.80999755859375,309064.0,124.16000366210938,124.33999633789062,123.62000274658203,124.27999877929688,797.0,2.190999984741211,2.2100000381469727,2.1630001068115234,2.196000099182129,118913.0,3.207900047302246,3.213399887084961,3.1886000633239746,3.2091000080108643,21133.0,3.3954999446868896,3.405400037765503,3.343899965286255,3.38700008392334,39943.0,1657.9000244140625,1670.0999755859375,1657.9000244140625,1670.0999755859375,193107.0,31.81599998474121,32.45000076293945,31.81599998474121,32.45000076293945,151.0,1635.0999755859375,1635.0999755859375,1635.0999755859375,1635.0999755859375,9813.0,646.3499755859375,646.3499755859375,646.3499755859375,646.3499755859375,3.0,3.7869999408721924,3.865499973297119,3.7869999408721924,3.864000082015991,748.0,,,,,,620.25,634.75,619.0,630.5,191250.0,630.75,646.25,630.0,639.5,62374.0,1367.5,1379.0,1364.0,1370.75,91500.0,342.25,345.0,339.0,339.5,1156.0,1474.0,1516.5,1462.5,1508.5,1509.0,182.0,187.85000610351562,181.25,186.89999389648438,14573.0,24.260000228881836,24.559999465942383,24.110000610351562,24.399999618530273,40695.0,94.02999877929688,94.08000183105469,91.9000015258789,92.37999725341797,17031.0,2295.0,2375.0,2285.0,2332.0,14006.0,167.0,168.85000610351562,166.25,167.4499969482422,394.0,124.44999694824219,125.875,123.75,125.4749984741211,18775.0,83.7750015258789,84.92500305175781,83.4000015258789,84.80000305175781,11579.0,153.8000030517578,153.875,153.64999389648438,153.85000610351562,461.0,261.6000061035156,262.8999938964844,259.20001220703125,259.20001220703125,270.0,2012,3,1,2,13
2012-03-29,102.77999877929688,105.69999694824219,102.12999725341797,105.58000183105469,319988.0,122.38999938964844,124.3499984741211,121.43000030517578,123.81999969482422,646.0,2.1489999294281006,2.2769999504089355,2.131999969482422,2.2669999599456787,161708.0,3.158900022506714,3.2300000190734863,3.1459999084472656,3.2088000774383545,16863.0,3.400599956512451,3.445499897003174,3.3729000091552734,3.406399965286255,31044.0,1652.199951171875,1664.5,1644.300048828125,1661.800048828125,47342.0,31.97800064086914,32.040000915527344,31.645000457763672,32.040000915527344,19.0,1622.699951171875,1643.699951171875,1620.300048828125,1635.699951171875,3764.0,643.5999755859375,643.5999755859375,643.5999755859375,643.5999755859375,3.0,3.7939999103546143,3.809499979019165,3.7644999027252197,3.797499895095825,537.0,,,,,,604.0,623.5,603.0,620.25,215043.0,612.5,635.0,611.25,633.25,76789.0,1355.5,1376.5,1351.0,1369.0,126649.0,335.5,346.5,333.0,341.25,1307.0,1490.0,1507.5,1471.0,1471.0,1952.0,176.4499969482422,183.25,175.89999389648438,181.5,15739.0,24.600000381469727,24.649999618530273,24.18000030517578,24.350000381469727,34993.0,93.54000091552734,94.38999938964844,93.06999969482422,94.0,18052.0,2223.0,2297.0,2194.0,2291.0,17341.0,167.10000610351562,167.9499969482422,165.89999389648438,166.1999969482422,661.0,122.5,124.67500305175781,122.0,124.30000305175781,19428.0,83.0250015258789,83.8499984741211,82.80000305175781,83.5,10423.0,154.25,154.3000030517578,153.85000610351562,153.85000610351562,3523.0,261.0,265.0,261.0,262.8999938964844,1254.0,2012,3,1,3,13
2012-03-30,103.0199966430664,104.1500015258789,102.77999877929688,103.29000091552734,244155.0,122.87999725341797,124.04000091552734,122.69000244140625,123.2699966430664,701.0,2.125999927520752,2.171999931335449,2.1010000705718994,2.1659998893737793,127065.0,3.1684000492095947,3.1951000690460205,3.1517999172210693,3.1700000762939453,64400.0,3.389899969100952,3.441200017929077,3.380000114440918,3.4049999713897705,74507.0,1669.300048828125,1670.0,1659.0,1660.5999755859375,9825.0,32.46900177001953,32.46900177001953,32.31999969482422,32.31999969482422,2.0,1638.300048828125,1645.0,1623.300048828125,1628.9000244140625,289.0,653.1500244140625,653.1500244140625,653.1500244140625,653.1500244140625,3.0,3.8239998817443848,3.8434998989105225,3.819999933242798,3.821000099182129,450.0,,,,,,644.0,644.0,604.0,605.0,223679.0,660.75,668.75,612.75,613.0,118402.0,1403.0,1416.0,1353.5,1355.5,157501.0,341.25,350.0,336.0,336.0,1576.0,1476.5,1504.5,1447.0,1493.5,2123.0,182.4499969482422,184.0500030517578,177.10000610351562,177.14999389648438,17282.0,24.709999084472656,24.899999618530273,24.420000076293945,24.899999618530273,45907.0,93.5199966430664,94.0,92.27999877929688,93.54000091552734,13361.0,2219.0,2258.0,2196.0,2223.0,15070.0,164.5,167.4499969482422,161.75,166.4499969482422,1864.0,120.44999694824219,123.4000015258789,120.0999984741211,122.625,17565.0,83.42500305175781,83.7249984741211,82.8499984741211,82.8499984741211,5462.0,148.8249969482422,152.1999969482422,148.72500610351562,151.8000030517578,2401.0,260.8999938964844,264.0,254.89999389648438,264.0,1937.0,2012,3,1,4,13
2012-04-02,105.2300033569336,105.48999786376953,102.05999755859375,103.2699966430664,278097.0,125.43000030517578,125.48999786376953,121.75,122.20999908447266,481.0,2.1519999504089355,2.1630001068115234,2.069000005722046,2.121999979019165,130252.0,3.2495999336242676,3.2578001022338867,3.1489999294281006,3.172300100326538,60350.0,3.382200002670288,3.391900062561035,3.277600049972534,3.322499990463257,76259.0,1677.5,1682.800048828125,1662.0,1670.4000244140625,2531.0,33.08300018310547,33.10499954223633,32.970001220703125,33.10499954223633,21.0,1649.0999755859375,1654.9000244140625,1634.9000244140625,1641.5,124.0,657.8499755859375,657.8499755859375,657.8499755859375,657.8499755859375,3.0,3.9184999465942383,3.928499937057495,3.8385000228881836,3.872999906539917,175.0,,,,,,655.0,659.5,646.5,649.5,213267.0,657.0,666.5,649.25,663.75,79665.0,1421.0,1433.75,1406.5,1407.0,136790.0,334.75,345.5,333.25,342.0,1161.0,1488.5,1493.0,1455.0,1470.0,1120.0,186.1999969482422,186.89999389648438,180.3000030517578,182.5,16442.0,24.579999923706055,24.780000686645508,24.479999542236328,24.68000030517578,38887.0,93.12000274658203,93.69999694824219,92.05000305175781,93.5199966430664,13827.0,2187.0,2274.0,2162.0,2223.0,22683.0,162.25,164.60000610351562,161.35000610351562,162.0500030517578,939.0,120.8499984741211,121.25,119.7750015258789,120.69999694824219,11337.0,84.7249984741211,84.8499984741211,83.17500305175781,83.5250015258789,4715.0,149.52499389648438,150.35000610351562,147.5749969482422,149.5500030517578,2199.0,260.29998779296875,263.6000061035156,257.6000061035156,258.20001220703125,1066.0,2012,4,2,0,14
2012-04-03,104.01000213623047,105.18000030517578,103.58999633789062,105.04000091552734,245541.0,124.86000061035156,125.94999694824219,124.38999938964844,125.18000030517578,592.0,2.187000036239624,2.2039999961853027,2.117000102996826,2.1459999084472656,123044.0,3.2274999618530273,3.260999917984009,3.2177999019622803,3.247999906539917,53227.0,3.395400047302246,3.427799940109253,3.3659000396728516,3.3801000118255615,72414.0,1670.0,1679.5,1638.699951171875,1677.5999755859375,1165.0,33.25,33.25,33.25,33.25,5.0,1655.199951171875,1658.300048828125,1638.0,1652.5999755859375,35.0,658.6500244140625,658.6500244140625,658.6500244140625,658.6500244140625,3.0,3.9154999256134033,3.950000047683716,3.880000114440918,3.9149999618530273,335.0,,,,,,658.25,665.75,652.0,654.0,185188.0,658.0,659.0,649.5,655.75,55586.0,1416.75,1434.25,1414.0,1421.0,100870.0,336.0,339.0,332.0,334.75,308.0,1493.0,1503.5,1476.0,1487.0,495.0,185.35000610351562,185.89999389648438,182.35000610351562,185.89999389648438,13344.0,24.25,24.610000610351562,24.190000534057617,24.579999923706055,45182.0,92.63999938964844,93.80000305175781,92.41000366210938,93.19000244140625,12710.0,2143.0,2188.0,2138.0,2177.0,16112.0,162.5,162.75,160.0,162.0,2047.0,119.80000305175781,121.2249984741211,119.4000015258789,121.1500015258789,14279.0,84.0250015258789,84.67500305175781,83.82499694824219,84.67500305175781,3930.0,149.25,150.52499389648438,148.9499969482422,149.9250030517578,2078.0,258.79998779296875,263.20001220703125,258.3999938964844,262.8999938964844,431.0,2012,4,2,1,14
2012-04-04,101.47000122070312,104.12000274658203,101.08000183105469,104.08999633789062,300729.0,122.33999633789062,124.55000305175781,122.33000183105469,124.12999725341797,822.0,2.1410000324249268,2.197999954223633,2.130000114440918,2.1710000038146973,99972.0,3.160900115966797,3.2374000549316406,3.1586999893188477,3.2367000579833984,61755.0,3.3336000442504883,3.41129994392395,3.3048999309539795,3.401700019836426,84919.0,1612.300048828125,1647.0,1612.300048828125,1646.5,1122.0,31.02899932861328,31.02899932861328,31.02899932861328,31.02899932861328,5.0,1593.9000244140625,1624.300048828125,1593.699951171875,1624.300048828125,71.0,631.7999877929688,631.7999877929688,631.7999877929688,631.7999877929688,3.0,3.7855000495910645,3.88100004196167,3.7855000495910645,3.88100004196167,279.0,,,,,,656.75,663.75,650.75,661.0,158821.0,639.25,658.75,635.5,658.5,61565.0,1419.5,1429.75,1408.25,1414.5,126375.0,335.0,338.0,332.25,336.75,337.0,1490.5,1496.0,1465.5,1493.0,491.0,184.75,190.4499969482422,178.6999969482422,184.0,25823.0,24.420000076293945,24.719999313354492,24.149999618530273,24.25,53181.0,89.31999969482422,92.63999938964844,88.91999816894531,92.54000091552734,20871.0,2083.0,2139.0,2060.0,2129.0,17782.0,160.64999389648438,163.25,160.14999389648438,161.89999389648438,1601.0,117.9000015258789,120.2249984741211,117.55000305175781,119.75,15379.0,83.8499984741211,84.5,83.625,83.92500305175781,5528.0,148.6750030517578,149.8000030517578,147.10000610351562,149.1750030517578,2053.0,259.1000061035156,262.3999938964844,255.6999969482422,258.79998779296875,519.0,2012,4,2,2,14
2012-04-05,103.30999755859375,103.4000015258789,101.37000274658203,101.95999908447266,242903.0,123.43000030517578,123.4800033569336,121.83000183105469,122.0999984741211,449.0,2.0889999866485596,2.1589999198913574,2.0840001106262207,2.13700008392334,152786.0,3.1691999435424805,3.189500093460083,3.141900062561035,3.1679999828338623,54487.0,3.3405001163482666,3.3457000255584717,3.2945001125335693,3.333400011062622,58685.0,1628.5,1633.199951171875,1620.4000244140625,1620.800048828125,289.0,31.715999603271484,31.75,31.28499984741211,31.28499984741211,5.0,1602.9000244140625,1602.9000244140625,1589.4000244140625,1601.9000244140625,28.0,643.8499755859375,643.8499755859375,631.7999877929688,631.7999877929688,3.0,3.7915000915527344,3.806999921798706,3.7799999713897705,3.802999973297119,285.0,,,,,,658.25,663.25,654.75,657.0,20.0,638.5,650.0,636.0,641.0,5.0,1434.0,1434.25,1414.75,1420.0,10.0,337.0,340.0,335.0,335.0,269.0,1504.5,1507.0,1482.5,1490.0,313.0,183.0,185.0,180.9499969482422,184.0,0.0,24.579999923706055,24.729999542236328,24.350000381469727,24.420000076293945,0.0,88.54000091552734,90.44000244140625,88.19999694824219,89.43000030517578,0.0,2085.0,2132.0,2068.0,2090.0,0.0,158.6999969482422,161.25,155.0500030517578,161.25,0.0,118.32499694824219,119.05000305175781,117.7750015258789,117.94999694824219,7.0,84.5,84.80000305175781,84.2750015258789,84.3499984741211,8092.0,148.72500610351562,149.10000610351562,148.3000030517578,148.77499389648438,1497.0,266.8999938964844,269.1000061035156,260.79998779296875,260.8999938964844,917.0,2012,4,2,3,14
